"date","shot","num_shots","make","opponent","quarter","time","court","away_score","home_score"
"2014-03-17",2,2,TRUE,"Philadelphia 76ers","1","04:34:00","home",18,14
"2014-03-17",1,2,TRUE,"Philadelphia 76ers","1","02:37:00","home",20,15
"2014-03-17",2,2,FALSE,"Philadelphia 76ers","1","02:37:00","home",20,15
"2014-03-17",1,2,TRUE,"Philadelphia 76ers","1","00:35:00","home",22,18
"2014-03-17",2,2,TRUE,"Philadelphia 76ers","1","00:35:00","home",22,19
"2014-03-17",1,2,TRUE,"Philadelphia 76ers","1","00:10:00","home",24,20
"2014-03-17",2,2,TRUE,"Philadelphia 76ers","1","00:10:00","home",24,21
"2014-03-17",1,2,TRUE,"Philadelphia 76ers","2","03:28:00","home",41,42
"2014-03-17",2,2,TRUE,"Philadelphia 76ers","2","03:28:00","home",41,43
"2014-03-17",1,2,TRUE,"Philadelphia 76ers","2","00:09:00","home",50,57
"2014-03-17",2,2,TRUE,"Philadelphia 76ers","2","00:09:00","home",50,58
"2014-03-17",1,1,TRUE,"Philadelphia 76ers","4","00:43:00","home",87,97
"2014-03-17",1,1,TRUE,"Philadelphia 76ers","4","00:39:00","home",90,98
"2014-03-17",1,1,TRUE,"Philadelphia 76ers","4","00:39:00","home",90,99
"2014-03-19",1,2,TRUE,"New York Knicks","4","05:35:00","away",70,78
"2014-03-19",2,2,TRUE,"New York Knicks","4","05:35:00","away",71,78
"2014-03-19",1,2,FALSE,"New York Knicks","4","03:41:00","away",76,82
"2014-03-19",2,2,TRUE,"New York Knicks","4","03:41:00","away",77,82
"2014-03-19",1,3,TRUE,"New York Knicks","4","00:14:00","away",84,90
"2014-03-19",2,3,TRUE,"New York Knicks","4","00:14:00","away",85,90
"2014-03-19",3,3,TRUE,"New York Knicks","4","00:14:00","away",86,90
"2014-03-21",1,2,TRUE,"Chicago Bulls","1","08:14:00","home",4,5
"2014-03-21",2,2,TRUE,"Chicago Bulls","1","08:14:00","home",4,6
"2014-03-21",1,2,TRUE,"Chicago Bulls","4","01:36:00","home",73,89
"2014-03-21",2,2,FALSE,"Chicago Bulls","4","01:36:00","home",73,89
"2014-03-22",1,1,FALSE,"Memphis Grizzlies","1","06:47:00","away",6,13
"2014-03-22",1,2,TRUE,"Memphis Grizzlies","4","01:52:00","away",65,79
"2014-03-22",2,2,TRUE,"Memphis Grizzlies","4","01:52:00","away",66,79
"2014-03-24",1,2,TRUE,"Chicago Bulls","1","06:56:00","away",8,5
"2014-03-24",2,2,TRUE,"Chicago Bulls","1","06:56:00","away",9,5
"2014-03-24",1,2,TRUE,"Chicago Bulls","4","05:55:00","away",67,75
"2014-03-24",2,2,TRUE,"Chicago Bulls","4","05:55:00","away",68,75
"2014-03-26",1,2,TRUE,"Miami Heat","3","10:30:00","home",45,45
"2014-03-26",2,2,TRUE,"Miami Heat","3","10:30:00","home",45,46
"2014-03-26",1,2,TRUE,"Miami Heat","4","06:58:00","home",72,71
"2014-03-26",2,2,TRUE,"Miami Heat","4","06:58:00","home",72,72
"2014-03-28",1,2,TRUE,"Washington Wizards","1","00:21:00","away",18,22
"2014-03-28",2,2,TRUE,"Washington Wizards","1","00:21:00","away",19,22
"2014-03-28",1,2,TRUE,"Washington Wizards","2","00:39:00","away",36,41
"2014-03-28",2,2,TRUE,"Washington Wizards","2","00:39:00","away",37,41
"2014-03-28",1,1,TRUE,"Washington Wizards","3","03:26:00","away",54,61
"2014-03-30",1,2,FALSE,"Cleveland Cavaliers","1","02:14:00","away",18,21
"2014-03-30",2,2,TRUE,"Cleveland Cavaliers","1","02:14:00","away",19,21
"2014-03-30",1,1,TRUE,"Cleveland Cavaliers","4","03:11:00","away",74,86
"2014-03-31",1,2,TRUE,"San Antonio Spurs","1","04:11:00","home",15,10
"2014-03-31",2,2,TRUE,"San Antonio Spurs","1","04:11:00","home",15,11
"2014-03-31",1,2,FALSE,"San Antonio Spurs","2","00:25:00","home",48,35
"2014-03-31",2,2,FALSE,"San Antonio Spurs","2","00:25:00","home",48,35
"2014-03-31",1,2,TRUE,"San Antonio Spurs","3","06:02:00","home",59,49
"2014-03-31",2,2,TRUE,"San Antonio Spurs","3","06:02:00","home",59,50
"2014-03-31",1,2,FALSE,"San Antonio Spurs","4","10:01:00","home",71,62
"2014-03-31",2,2,TRUE,"San Antonio Spurs","4","10:01:00","home",71,63
"2014-04-02",1,2,FALSE,"Detroit Pistons","2","00:32:00","home",46,49
"2014-04-02",2,2,TRUE,"Detroit Pistons","2","00:32:00","home",46,50
"2014-04-02",1,2,TRUE,"Detroit Pistons","3","08:54:00","home",50,57
"2014-04-02",2,2,TRUE,"Detroit Pistons","3","08:54:00","home",50,58
"2014-04-02",1,1,TRUE,"Detroit Pistons","4","00:34:00","home",94,99
"2014-04-04",1,2,TRUE,"Toronto Raptors","1","01:57:00","away",23,22
"2014-04-04",2,2,TRUE,"Toronto Raptors","1","01:57:00","away",24,22
"2014-04-04",1,2,TRUE,"Toronto Raptors","3","11:32:00","away",47,54
"2014-04-04",2,2,TRUE,"Toronto Raptors","3","11:32:00","away",48,54
"2014-04-04",1,2,FALSE,"Toronto Raptors","3","06:07:00","away",62,67
"2014-04-04",2,2,TRUE,"Toronto Raptors","3","06:07:00","away",63,67
"2014-04-04",1,2,TRUE,"Toronto Raptors","3","01:45:00","away",68,73
"2014-04-04",2,2,TRUE,"Toronto Raptors","3","01:45:00","away",69,73
"2014-04-04",1,1,TRUE,"Toronto Raptors","4","06:05:00","away",89,88
"2014-04-06",1,2,FALSE,"Atlanta Hawks","2","02:56:00","home",51,20
"2014-04-06",2,2,TRUE,"Atlanta Hawks","2","02:56:00","home",51,21
"2014-04-06",1,2,TRUE,"Atlanta Hawks","2","00:56:00","home",53,22
"2014-04-06",2,2,FALSE,"Atlanta Hawks","2","00:56:00","home",53,22
"2014-04-06",1,2,TRUE,"Atlanta Hawks","2","00:13:00","home",54,23
"2014-04-06",2,2,FALSE,"Atlanta Hawks","2","00:13:00","home",54,23
"2014-04-06",1,2,TRUE,"Atlanta Hawks","3","08:43:00","home",60,33
"2014-04-06",2,2,FALSE,"Atlanta Hawks","3","08:43:00","home",60,33
"2014-04-11",1,2,TRUE,"Miami Heat","1","00:01:00","away",24,23
"2014-04-11",2,2,TRUE,"Miami Heat","1","00:01:00","away",25,23
"2014-04-11",1,1,FALSE,"Miami Heat","3","03:41:00","away",52,71
"2014-04-11",1,1,TRUE,"Miami Heat","3","00:45:00","away",62,76
"2014-04-11",1,2,TRUE,"Miami Heat","4","03:17:00","away",78,91
"2014-04-11",2,2,TRUE,"Miami Heat","4","03:17:00","away",79,91
"2014-04-11",1,1,FALSE,"Miami Heat","4","00:57:00","away",83,98
"2014-04-13",1,2,TRUE,"Oklahoma City Thunder","1","07:27:00","home",9,8
"2014-04-13",2,2,TRUE,"Oklahoma City Thunder","1","07:27:00","home",9,9
"2014-04-13",1,2,TRUE,"Oklahoma City Thunder","3","09:57:00","home",52,51
"2014-04-13",2,2,TRUE,"Oklahoma City Thunder","3","09:57:00","home",52,52
"2014-04-19",1,2,TRUE,"Atlanta Hawks","1","10:41:00","home",2,5
"2014-04-19",2,2,FALSE,"Atlanta Hawks","1","10:41:00","home",2,5
"2014-04-19",1,2,TRUE,"Atlanta Hawks","2","03:57:00","home",41,41
"2014-04-19",2,2,TRUE,"Atlanta Hawks","2","03:57:00","home",41,42
"2014-04-19",1,2,TRUE,"Atlanta Hawks","2","02:01:00","home",43,46
"2014-04-19",2,2,TRUE,"Atlanta Hawks","2","02:01:00","home",43,47
"2014-04-19",1,2,FALSE,"Atlanta Hawks","2","00:38:00","home",48,50
"2014-04-19",2,2,FALSE,"Atlanta Hawks","2","00:38:00","home",48,50
"2014-04-19",1,2,TRUE,"Atlanta Hawks","4","08:11:00","home",87,71
"2014-04-19",2,2,TRUE,"Atlanta Hawks","4","08:11:00","home",87,72
"2014-04-19",1,2,TRUE,"Atlanta Hawks","4","02:15:00","home",98,84
"2014-04-19",2,2,TRUE,"Atlanta Hawks","4","02:15:00","home",98,85
"2014-04-22",1,2,TRUE,"Atlanta Hawks","2","02:37:00","home",45,39
"2014-04-22",2,2,TRUE,"Atlanta Hawks","2","02:37:00","home",45,40
"2014-04-22",1,2,TRUE,"Atlanta Hawks","3","04:40:00","home",63,67
"2014-04-22",2,2,TRUE,"Atlanta Hawks","3","04:40:00","home",63,68
"2014-04-24",1,2,TRUE,"Atlanta Hawks","3","11:35:00","away",39,39
"2014-04-24",2,2,TRUE,"Atlanta Hawks","3","11:35:00","away",40,39
"2014-04-24",1,2,TRUE,"Atlanta Hawks","4","01:04:00","away",81,94
"2014-04-24",2,2,FALSE,"Atlanta Hawks","4","01:04:00","away",81,94
"2014-04-24",1,2,TRUE,"Atlanta Hawks","4","00:51:00","away",82,96
"2014-04-24",2,2,TRUE,"Atlanta Hawks","4","00:51:00","away",83,96
"2014-04-26",1,2,FALSE,"Atlanta Hawks","4","00:08:00","away",91,88
"2014-04-26",2,2,FALSE,"Atlanta Hawks","4","00:08:00","away",91,88
"2014-04-28",1,2,TRUE,"Atlanta Hawks","3","06:29:00","home",80,51
"2014-04-28",2,2,TRUE,"Atlanta Hawks","3","06:29:00","home",80,52
"2014-04-28",1,2,TRUE,"Atlanta Hawks","3","03:09:00","home",82,56
"2014-04-28",2,2,TRUE,"Atlanta Hawks","3","03:09:00","home",82,57
"2014-05-01",1,2,TRUE,"Atlanta Hawks","2","10:53:00","away",24,22
"2014-05-01",2,2,TRUE,"Atlanta Hawks","2","10:53:00","away",25,22
"2014-05-01",1,2,TRUE,"Atlanta Hawks","4","10:22:00","away",67,69
"2014-05-01",2,2,TRUE,"Atlanta Hawks","4","10:22:00","away",68,69
"2014-05-01",1,2,TRUE,"Atlanta Hawks","4","00:34:00","away",88,85
"2014-05-01",2,2,TRUE,"Atlanta Hawks","4","00:34:00","away",89,85
"2014-05-01",1,2,TRUE,"Atlanta Hawks","4","00:25:00","away",90,85
"2014-05-01",2,2,TRUE,"Atlanta Hawks","4","00:25:00","away",91,85
"2014-05-03",1,2,TRUE,"Atlanta Hawks","1","05:39:00","home",12,10
"2014-05-03",2,2,TRUE,"Atlanta Hawks","1","05:39:00","home",12,11
"2014-05-03",1,2,TRUE,"Atlanta Hawks","1","04:19:00","home",16,14
"2014-05-03",2,2,TRUE,"Atlanta Hawks","1","04:19:00","home",16,15
"2014-05-03",1,2,TRUE,"Atlanta Hawks","3","08:43:00","home",40,54
"2014-05-03",2,2,FALSE,"Atlanta Hawks","3","08:43:00","home",40,54
"2014-05-03",1,2,TRUE,"Atlanta Hawks","4","05:16:00","home",68,85
"2014-05-03",2,2,TRUE,"Atlanta Hawks","4","05:16:00","home",68,86
"2014-05-05",1,1,TRUE,"Washington Wizards","1","06:52:00","home",10,5
"2014-05-05",1,2,TRUE,"Washington Wizards","2","05:39:00","home",39,36
"2014-05-05",2,2,TRUE,"Washington Wizards","2","05:39:00","home",39,37
"2014-05-05",1,1,TRUE,"Washington Wizards","4","07:41:00","home",82,76
"2014-05-05",1,2,TRUE,"Washington Wizards","4","03:44:00","home",93,81
"2014-05-05",2,2,TRUE,"Washington Wizards","4","03:44:00","home",93,82
"2014-05-05",1,2,TRUE,"Washington Wizards","4","03:24:00","home",93,83
"2014-05-05",2,2,TRUE,"Washington Wizards","4","03:24:00","home",93,84
"2014-05-07",1,2,FALSE,"Washington Wizards","4","10:35:00","home",66,68
"2014-05-07",2,2,TRUE,"Washington Wizards","4","10:35:00","home",66,69
"2014-05-09",1,2,TRUE,"Washington Wizards","1","01:24:00","away",14,15
"2014-05-09",2,2,TRUE,"Washington Wizards","1","01:24:00","away",15,15
"2014-05-09",1,2,TRUE,"Washington Wizards","2","05:27:00","away",21,27
"2014-05-09",2,2,TRUE,"Washington Wizards","2","05:27:00","away",22,27
"2014-05-09",1,2,TRUE,"Washington Wizards","2","00:58:00","away",34,31
"2014-05-09",2,2,FALSE,"Washington Wizards","2","00:58:00","away",34,31
"2014-05-09",1,2,TRUE,"Washington Wizards","3","03:41:00","away",51,40
"2014-05-09",2,2,TRUE,"Washington Wizards","3","03:41:00","away",52,40
"2014-05-09",1,2,TRUE,"Washington Wizards","4","07:35:00","away",67,51
"2014-05-09",2,2,TRUE,"Washington Wizards","4","07:35:00","away",68,51
"2014-05-11",1,2,TRUE,"Washington Wizards","3","08:45:00","away",45,62
"2014-05-11",2,2,FALSE,"Washington Wizards","3","08:45:00","away",45,62
"2014-05-11",1,1,TRUE,"Washington Wizards","4","10:31:00","away",74,74
"2014-05-11",1,1,FALSE,"Washington Wizards","4","04:59:00","away",82,85
"2014-05-11",1,2,TRUE,"Washington Wizards","4","04:24:00","away",83,88
"2014-05-11",2,2,TRUE,"Washington Wizards","4","04:24:00","away",84,88
"2014-05-11",1,2,TRUE,"Washington Wizards","4","02:24:00","away",89,89
"2014-05-11",2,2,TRUE,"Washington Wizards","4","02:24:00","away",90,89
"2014-05-11",1,2,TRUE,"Washington Wizards","4","01:47:00","away",91,91
"2014-05-11",2,2,TRUE,"Washington Wizards","4","01:47:00","away",92,91
"2014-05-13",1,2,TRUE,"Washington Wizards","3","08:40:00","home",51,41
"2014-05-13",2,2,FALSE,"Washington Wizards","3","08:40:00","home",51,41
"2014-05-13",1,1,TRUE,"Washington Wizards","4","11:08:00","home",79,55
"2014-05-15",1,2,TRUE,"Washington Wizards","4","01:17:00","away",90,76
"2014-05-15",2,2,FALSE,"Washington Wizards","4","01:17:00","away",90,76
"2014-05-15",1,2,TRUE,"Washington Wizards","4","00:47:00","away",91,78
"2014-05-15",2,2,TRUE,"Washington Wizards","4","00:47:00","away",92,78
"2014-05-18",1,3,FALSE,"Miami Heat","3","11:39:00","home",45,55
"2014-05-18",2,3,TRUE,"Miami Heat","3","11:39:00","home",45,56
"2014-05-18",3,3,TRUE,"Miami Heat","3","11:39:00","home",45,57
"2014-05-18",1,2,TRUE,"Miami Heat","3","02:34:00","home",62,78
"2014-05-18",2,2,TRUE,"Miami Heat","3","02:34:00","home",62,79
"2014-05-18",1,1,TRUE,"Miami Heat","4","10:12:00","home",74,86
"2014-05-18",1,2,TRUE,"Miami Heat","4","04:11:00","home",84,101
"2014-05-18",2,2,TRUE,"Miami Heat","4","04:11:00","home",84,102
"2014-05-20",1,2,TRUE,"Miami Heat","1","08:11:00","home",8,8
"2014-05-20",2,2,FALSE,"Miami Heat","1","08:11:00","home",8,8
"2014-05-20",1,2,TRUE,"Miami Heat","4","11:01:00","home",64,64
"2014-05-20",2,2,TRUE,"Miami Heat","4","11:01:00","home",64,65
"2014-05-20",1,2,FALSE,"Miami Heat","4","00:40:00","home",84,77
"2014-05-20",2,2,TRUE,"Miami Heat","4","00:40:00","home",84,78
"2014-05-24",1,2,FALSE,"Miami Heat","3","06:11:00","away",53,54
"2014-05-24",2,2,TRUE,"Miami Heat","3","06:11:00","away",54,54
"2014-05-24",1,2,FALSE,"Miami Heat","3","05:55:00","away",54,54
"2014-05-24",2,2,TRUE,"Miami Heat","3","05:55:00","away",55,54
"2014-05-24",1,1,FALSE,"Miami Heat","4","09:06:00","away",71,76
"2014-05-24",1,2,TRUE,"Miami Heat","4","08:37:00","away",73,76
"2014-05-24",2,2,TRUE,"Miami Heat","4","08:37:00","away",74,76
"2014-05-24",1,2,FALSE,"Miami Heat","4","03:38:00","away",81,92
"2014-05-24",2,2,TRUE,"Miami Heat","4","03:38:00","away",82,92
"2014-05-26",1,3,FALSE,"Miami Heat","3","07:05:00","away",48,60
"2014-05-26",2,3,TRUE,"Miami Heat","3","07:05:00","away",49,60
"2014-05-26",3,3,TRUE,"Miami Heat","3","07:05:00","away",50,60
"2014-05-26",1,2,TRUE,"Miami Heat","3","00:03:00","away",62,80
"2014-05-26",2,2,FALSE,"Miami Heat","3","00:03:00","away",62,80
"2014-05-26",1,2,FALSE,"Miami Heat","4","07:18:00","away",71,94
"2014-05-26",2,2,TRUE,"Miami Heat","4","07:18:00","away",72,94
"2014-05-28",1,2,TRUE,"Miami Heat","4","04:40:00","home",78,80
"2014-05-28",2,2,TRUE,"Miami Heat","4","04:40:00","home",78,81
"2014-05-28",1,1,FALSE,"Miami Heat","4","00:15:00","home",90,91
"2014-05-30",1,2,TRUE,"Miami Heat","1","04:02:00","away",10,13
"2014-05-30",2,2,FALSE,"Miami Heat","1","04:02:00","away",10,13
"2014-05-30",1,2,FALSE,"Miami Heat","3","03:59:00","away",48,84
"2014-05-30",2,2,TRUE,"Miami Heat","3","03:59:00","away",49,84
"2014-05-30",1,2,TRUE,"Miami Heat","3","02:52:00","away",50,86
"2014-05-30",2,2,TRUE,"Miami Heat","3","02:52:00","away",51,86
"2014-05-30",1,3,TRUE,"Miami Heat","3","02:17:00","away",52,86
"2014-05-30",2,3,TRUE,"Miami Heat","3","02:17:00","away",53,86
"2014-05-30",3,3,TRUE,"Miami Heat","3","02:17:00","away",54,86
"2014-05-30",1,1,TRUE,"Miami Heat","4","11:40:00","away",61,91
"2015-04-08",1,2,FALSE,"New York Knicks","1","01:37:00","away",23,11
"2015-04-08",2,2,TRUE,"New York Knicks","1","01:37:00","away",24,11
"2015-04-08",1,2,TRUE,"New York Knicks","3","01:14:00","away",78,53
"2015-04-08",2,2,TRUE,"New York Knicks","3","01:14:00","away",79,53
"2015-04-08",1,2,TRUE,"New York Knicks","3","00:03:00","away",82,55
"2015-04-08",2,2,TRUE,"New York Knicks","3","00:03:00","away",83,55
"2015-04-10",1,2,TRUE,"Detroit Pistons","2","09:45:00","away",28,24
"2015-04-10",2,2,TRUE,"Detroit Pistons","2","09:45:00","away",29,24
"2015-04-12",1,2,FALSE,"Oklahoma City Thunder","1","03:22:00","home",21,22
"2015-04-12",2,2,TRUE,"Oklahoma City Thunder","1","03:22:00","home",21,23
"2015-10-28",1,2,TRUE,"Toronto Raptors","1","01:45:00","away",23,18
"2015-10-28",2,2,TRUE,"Toronto Raptors","1","01:45:00","away",24,18
"2015-10-28",1,2,TRUE,"Toronto Raptors","1","00:52:00","away",27,18
"2015-10-28",2,2,TRUE,"Toronto Raptors","1","00:52:00","away",28,18
"2015-10-28",1,2,TRUE,"Toronto Raptors","3","07:32:00","away",56,52
"2015-10-28",2,2,TRUE,"Toronto Raptors","3","07:32:00","away",57,52
"2015-10-28",1,2,TRUE,"Toronto Raptors","4","05:45:00","away",84,88
"2015-10-28",2,2,TRUE,"Toronto Raptors","4","05:45:00","away",85,88
"2015-10-28",1,1,FALSE,"Toronto Raptors","4","01:13:00","away",97,98
"2015-10-29",1,2,TRUE,"Memphis Grizzlies","1","08:25:00","home",9,5
"2015-10-29",2,2,TRUE,"Memphis Grizzlies","1","08:25:00","home",9,6
"2015-10-29",1,2,TRUE,"Memphis Grizzlies","3","11:06:00","home",51,52
"2015-10-29",2,2,TRUE,"Memphis Grizzlies","3","11:06:00","home",51,53
"2015-10-29",1,2,TRUE,"Memphis Grizzlies","4","04:03:00","home",94,95
"2015-10-29",2,2,TRUE,"Memphis Grizzlies","4","04:03:00","home",94,96
"2015-10-31",1,1,FALSE,"Utah Jazz","1","09:56:00","home",4,7
"2015-10-31",1,2,TRUE,"Utah Jazz","2","03:14:00","home",38,45
"2015-10-31",2,2,TRUE,"Utah Jazz","2","03:14:00","home",38,46
"2015-10-31",1,2,FALSE,"Utah Jazz","2","02:01:00","home",40,46
"2015-10-31",2,2,TRUE,"Utah Jazz","2","02:01:00","home",40,47
"2015-10-31",1,1,TRUE,"Utah Jazz","4","04:41:00","home",87,72
"2015-11-03",1,2,TRUE,"Detroit Pistons","1","00:14:00","away",23,30
"2015-11-03",2,2,TRUE,"Detroit Pistons","1","00:14:00","away",24,30
"2015-11-03",1,2,TRUE,"Detroit Pistons","2","00:59:00","away",53,45
"2015-11-03",2,2,TRUE,"Detroit Pistons","2","00:59:00","away",54,45
"2015-11-04",1,2,TRUE,"Boston Celtics","1","05:10:00","home",11,14
"2015-11-04",2,2,TRUE,"Boston Celtics","1","05:10:00","home",11,15
"2015-11-04",1,2,TRUE,"Boston Celtics","1","03:29:00","home",11,16
"2015-11-04",2,2,TRUE,"Boston Celtics","1","03:29:00","home",11,17
"2015-11-04",1,2,FALSE,"Boston Celtics","2","02:39:00","home",34,38
"2015-11-04",2,2,TRUE,"Boston Celtics","2","02:39:00","home",34,39
"2015-11-06",1,1,FALSE,"Miami Heat","4","08:07:00","home",78,76
"2015-11-06",1,2,TRUE,"Miami Heat","4","06:04:00","home",78,77
"2015-11-06",2,2,TRUE,"Miami Heat","4","06:04:00","home",78,78
"2015-11-06",1,2,TRUE,"Miami Heat","4","01:04:00","home",84,85
"2015-11-06",2,2,TRUE,"Miami Heat","4","01:04:00","home",84,86
"2015-11-06",1,2,TRUE,"Miami Heat","4","00:04:00","home",87,90
"2015-11-06",2,2,FALSE,"Miami Heat","4","00:04:00","home",87,90
"2015-11-08",1,2,TRUE,"Cleveland Cavaliers","1","10:46:00","away",3,3
"2015-11-08",2,2,TRUE,"Cleveland Cavaliers","1","10:46:00","away",4,3
"2015-11-08",1,2,TRUE,"Cleveland Cavaliers","3","04:48:00","away",59,64
"2015-11-08",2,2,TRUE,"Cleveland Cavaliers","3","04:48:00","away",60,64
"2015-11-08",1,2,TRUE,"Cleveland Cavaliers","3","01:53:00","away",66,73
"2015-11-08",2,2,FALSE,"Cleveland Cavaliers","3","01:53:00","away",66,73
"2015-11-08",1,2,TRUE,"Cleveland Cavaliers","3","00:17:00","away",72,74
"2015-11-08",2,2,TRUE,"Cleveland Cavaliers","3","00:17:00","away",73,74
"2015-11-09",1,3,TRUE,"Orlando Magic","1","05:59:00","home",12,15
"2015-11-09",2,3,TRUE,"Orlando Magic","1","05:59:00","home",12,16
"2015-11-09",3,3,TRUE,"Orlando Magic","1","05:59:00","home",12,17
"2015-11-09",1,1,TRUE,"Orlando Magic","1","02:20:00","home",20,23
"2015-11-09",1,2,TRUE,"Orlando Magic","3","00:53:00","home",71,67
"2015-11-09",2,2,TRUE,"Orlando Magic","3","00:53:00","home",71,68
"2015-11-09",1,2,TRUE,"Orlando Magic","4","04:20:00","home",81,89
"2015-11-09",2,2,TRUE,"Orlando Magic","4","04:20:00","home",81,90
"2015-11-11",1,2,TRUE,"Boston Celtics","1","00:30:00","away",29,23
"2015-11-11",2,2,FALSE,"Boston Celtics","1","00:30:00","away",29,23
"2015-11-11",1,1,TRUE,"Boston Celtics","3","09:31:00","away",56,60
"2015-11-11",1,2,TRUE,"Boston Celtics","3","00:02:00","away",80,74
"2015-11-11",2,2,TRUE,"Boston Celtics","3","00:02:00","away",81,74
"2015-11-13",1,2,TRUE,"Minnesota Timberwolves","1","01:04:00","home",25,21
"2015-11-13",2,2,TRUE,"Minnesota Timberwolves","1","01:04:00","home",25,22
"2015-11-13",1,2,TRUE,"Minnesota Timberwolves","3","04:12:00","home",60,84
"2015-11-13",2,2,TRUE,"Minnesota Timberwolves","3","04:12:00","home",60,85
"2015-11-13",1,2,FALSE,"Minnesota Timberwolves","3","00:44:00","home",71,89
"2015-11-13",2,2,TRUE,"Minnesota Timberwolves","3","00:44:00","home",71,90
"2015-11-13",1,2,TRUE,"Minnesota Timberwolves","4","02:40:00","home",92,100
"2015-11-13",2,2,TRUE,"Minnesota Timberwolves","4","02:40:00","home",92,101
"2015-11-13",1,2,TRUE,"Minnesota Timberwolves","4","00:11:00","home",100,105
"2015-11-13",2,2,TRUE,"Minnesota Timberwolves","4","00:11:00","home",100,106
"2015-11-16",1,2,TRUE,"Chicago Bulls","1","03:53:00","away",11,18
"2015-11-16",2,2,TRUE,"Chicago Bulls","1","03:53:00","away",12,18
"2015-11-16",1,2,FALSE,"Chicago Bulls","3","03:39:00","away",65,73
"2015-11-16",2,2,TRUE,"Chicago Bulls","3","03:39:00","away",66,73
"2015-11-16",1,2,TRUE,"Chicago Bulls","4","04:18:00","away",87,91
"2015-11-16",2,2,FALSE,"Chicago Bulls","4","04:18:00","away",87,91
"2015-11-18",1,1,TRUE,"Philadelphia 76ers","3","03:16:00","away",77,47
"2015-11-18",1,2,TRUE,"Philadelphia 76ers","3","00:47:00","away",84,60
"2015-11-18",2,2,FALSE,"Philadelphia 76ers","3","00:47:00","away",84,60
"2015-11-21",1,2,FALSE,"Milwaukee Bucks","2","04:55:00","home",41,41
"2015-11-21",2,2,TRUE,"Milwaukee Bucks","2","04:55:00","home",41,42
"2015-11-21",1,2,TRUE,"Milwaukee Bucks","2","01:44:00","home",47,52
"2015-11-21",2,2,TRUE,"Milwaukee Bucks","2","01:44:00","home",47,53
"2015-11-21",1,2,TRUE,"Milwaukee Bucks","3","05:27:00","home",62,71
"2015-11-21",2,2,TRUE,"Milwaukee Bucks","3","05:27:00","home",62,72
"2015-11-24",1,1,FALSE,"Washington Wizards","2","01:25:00","away",60,59
"2015-11-24",1,2,TRUE,"Washington Wizards","3","09:17:00","away",63,63
"2015-11-24",2,2,TRUE,"Washington Wizards","3","09:17:00","away",64,63
"2015-11-24",1,3,TRUE,"Washington Wizards","3","04:05:00","away",82,77
"2015-11-24",2,3,TRUE,"Washington Wizards","3","04:05:00","away",83,77
"2015-11-24",3,3,TRUE,"Washington Wizards","3","04:05:00","away",84,77
"2015-11-27",1,3,TRUE,"Chicago Bulls","3","10:41:00","home",42,54
"2015-11-27",2,3,TRUE,"Chicago Bulls","3","10:41:00","home",42,55
"2015-11-27",3,3,TRUE,"Chicago Bulls","3","10:41:00","home",42,56
"2015-11-27",1,2,TRUE,"Chicago Bulls","4","08:18:00","home",74,83
"2015-11-27",2,2,TRUE,"Chicago Bulls","4","08:18:00","home",74,84
"2015-11-27",1,2,TRUE,"Chicago Bulls","4","06:20:00","home",76,86
"2015-11-27",2,2,TRUE,"Chicago Bulls","4","06:20:00","home",76,87
"2015-11-29",1,2,TRUE,"Los Angeles Lakers","2","01:40:00","away",43,33
"2015-11-29",2,2,TRUE,"Los Angeles Lakers","2","01:40:00","away",44,33
"2015-11-29",1,2,TRUE,"Los Angeles Lakers","3","08:39:00","away",59,43
"2015-11-29",2,2,TRUE,"Los Angeles Lakers","3","08:39:00","away",60,43
"2015-11-29",1,2,TRUE,"Los Angeles Lakers","4","01:53:00","away",96,87
"2015-11-29",2,2,FALSE,"Los Angeles Lakers","4","01:53:00","away",96,87
"2015-11-29",1,2,TRUE,"Los Angeles Lakers","4","01:07:00","away",99,92
"2015-11-29",2,2,TRUE,"Los Angeles Lakers","4","01:07:00","away",100,92
"2015-11-29",1,2,TRUE,"Los Angeles Lakers","4","00:22:00","away",101,98
"2015-11-29",2,2,TRUE,"Los Angeles Lakers","4","00:22:00","away",102,98
"2015-11-29",1,2,TRUE,"Los Angeles Lakers","4","00:14:00","away",103,100
"2015-11-29",2,2,TRUE,"Los Angeles Lakers","4","00:14:00","away",104,100
"2015-11-29",1,2,TRUE,"Los Angeles Lakers","4","00:11:00","away",105,103
"2015-11-29",2,2,TRUE,"Los Angeles Lakers","4","00:11:00","away",106,103
"2015-11-29",1,2,FALSE,"Los Angeles Lakers","4","00:05:00","away",106,103
"2015-11-29",2,2,TRUE,"Los Angeles Lakers","4","00:05:00","away",107,103
"2015-12-02",1,2,FALSE,"Los Angeles Clippers","1","04:44:00","away",16,10
"2015-12-02",2,2,TRUE,"Los Angeles Clippers","1","04:44:00","away",17,10
"2015-12-02",1,2,TRUE,"Los Angeles Clippers","1","02:29:00","away",22,19
"2015-12-02",2,2,TRUE,"Los Angeles Clippers","1","02:29:00","away",23,19
"2015-12-02",1,2,TRUE,"Los Angeles Clippers","2","01:29:00","away",45,48
"2015-12-02",2,2,TRUE,"Los Angeles Clippers","2","01:29:00","away",46,48
"2015-12-02",1,2,TRUE,"Los Angeles Clippers","3","06:48:00","away",53,55
